"id","order","family","genus"
115,"Galliformes","Phasianidae","Haematortyx"
116,"Galliformes","Phasianidae","Rollulus"
117,"Galliformes","Phasianidae","Bambusicola"
118,"Galliformes","Phasianidae","Galloperdix"
119,"Galliformes","Phasianidae","Ithaginis"
120,"Galliformes","Phasianidae","Tragopan"
121,"Galliformes","Phasianidae","Pucrasia"
122,"Galliformes","Phasianidae","Lophophorus"
123,"Galliformes","Phasianidae","Gallus"
124,"Galliformes","Phasianidae","Lophura"
125,"Galliformes","Phasianidae","Crossoptilon"
126,"Galliformes","Phasianidae","Catreus"
127,"Galliformes","Phasianidae","Syrmaticus"
128,"Galliformes","Phasianidae","Phasianus"
129,"Galliformes","Phasianidae","Chrysolophus"
130,"Galliformes","Phasianidae","Polyplectron"
131,"Galliformes","Phasianidae","Rheinardia"
132,"Galliformes","Phasianidae","Argusianus"
133,"Galliformes","Phasianidae","Pavo"
134,"Galliformes","Phasianidae","Afropavo"
135,"Galliformes","Phasianidae","Tetrao"
136,"Galliformes","Phasianidae","Bonasa"
137,"Galliformes","Phasianidae","Centrocercus"
138,"Galliformes","Phasianidae","Falcipennis"
139,"Galliformes","Phasianidae","Lagopus"
140,"Galliformes","Phasianidae","Dendragapus"
141,"Galliformes","Phasianidae","Tympanuchus"
142,"Galliformes","Phasianidae","Meleagris"
143,"Gaviiformes","Gaviidae","Gavia"
144,"Podicipediformes","Podicipedidae","Rollandia"
145,"Podicipediformes","Podicipedidae","Tachybaptus"
146,"Podicipediformes","Podicipedidae","Podilymbus"
147,"Podicipediformes","Podicipedidae","Poliocephalus"
148,"Podicipediformes","Podicipedidae","Podiceps"
149,"Podicipediformes","Podicipedidae","Aechmophorus"
150,"Phoenicopteriformes","Phoenicopteridae","Phoenicopterus"
151,"Phoenicopteriformes","Phoenicopteridae","Phoenicoparrus"
152,"Sphenisciformes","Spheniscidae","Aptenodytes"
153,"Sphenisciformes","Spheniscidae","Pygoscelis"
154,"Sphenisciformes","Spheniscidae","Megadyptes"
155,"Sphenisciformes","Spheniscidae","Eudyptula"
156,"Sphenisciformes","Spheniscidae","Spheniscus"
157,"Sphenisciformes","Spheniscidae","Eudyptes"
158,"Procellariiformes","Diomedeidae","Thalassarche"
159,"Procellariiformes","Diomedeidae","Phoebetria"
160,"Procellariiformes","Diomedeidae","Diomedea"
161,"Procellariiformes","Diomedeidae","Phoebastria"
162,"Procellariiformes","Procellariidae","Macronectes"
163,"Procellariiformes","Procellariidae","Fulmarus"
164,"Procellariiformes","Procellariidae","Thalassoica"
165,"Procellariiformes","Procellariidae","Daption"
166,"Procellariiformes","Procellariidae","Pagodroma"
167,"Procellariiformes","Procellariidae","Aphrodroma"
168,"Procellariiformes","Procellariidae","Pterodroma"
169,"Procellariiformes","Procellariidae","Halobaena"
170,"Procellariiformes","Procellariidae","Pachyptila"
171,"Procellariiformes","Procellariidae","Bulweria"
172,"Procellariiformes","Procellariidae","Pseudobulweria"
173,"Procellariiformes","Procellariidae","Procellaria"
174,"Procellariiformes","Procellariidae","Calonectris"
175,"Procellariiformes","Procellariidae","Puffinus"
176,"Procellariiformes","Hydrobatidae","Oceanites"
177,"Procellariiformes","Hydrobatidae","Garrodia"
178,"Procellariiformes","Hydrobatidae","Pelagodroma"
179,"Procellariiformes","Hydrobatidae","Hydrobates"
180,"Procellariiformes","Hydrobatidae","Fregetta"
181,"Procellariiformes","Hydrobatidae","Nesofregetta"
182,"Procellariiformes","Hydrobatidae","Oceanodroma"
183,"Procellariiformes","Pelecanoididae","Pelecanoides"
184,"Phaethontiformes","Phaethontidae","Phaethon"
185,"Ciconiiformes","Ciconiidae","Anastomus"
186,"Ciconiiformes","Ciconiidae","Ciconia"
187,"Ciconiiformes","Ciconiidae","Ephippiorhynchus"
188,"Ciconiiformes","Ciconiidae","Jabiru"
189,"Ciconiiformes","Ciconiidae","Leptoptilos"
190,"Ciconiiformes","Ciconiidae","Mycteria"
191,"Suliformes","Fregatidae","Fregata"
192,"Suliformes","Sulidae","Sula"
193,"Suliformes","Sulidae","Papasula"
194,"Suliformes","Sulidae","Morus"
195,"Suliformes","Phalacrocoracidae","Phalacrocorax"
196,"Suliformes","Anhingidae","Anhinga"
197,"Pelecaniformes","Pelecanidae","Pelecanus"
198,"Pelecaniformes","Balaenicipitidae","Balaeniceps"
199,"Pelecaniformes","Scopidae","Scopus"
200,"Pelecaniformes","Ardeidae","Botaurus"
201,"Pelecaniformes","Ardeidae","Zebrilus"
202,"Pelecaniformes","Ardeidae","Ixobrychus"
203,"Pelecaniformes","Ardeidae","Tigrisoma"
204,"Pelecaniformes","Ardeidae","Zonerodius"
205,"Pelecaniformes","Ardeidae","Tigriornis"
206,"Pelecaniformes","Ardeidae","Ardea"
207,"Pelecaniformes","Ardeidae","Mesophoyx"
208,"Pelecaniformes","Ardeidae","Egretta"
209,"Pelecaniformes","Ardeidae","Bubulcus"
210,"Pelecaniformes","Ardeidae","Ardeola"
211,"Pelecaniformes","Ardeidae","Butorides"
212,"Pelecaniformes","Ardeidae","Agamia"
213,"Pelecaniformes","Ardeidae","Syrigma"
214,"Pelecaniformes","Ardeidae","Pilherodius"
215,"Pelecaniformes","Ardeidae","Nycticorax"
216,"Pelecaniformes","Ardeidae","Nyctanassa"
217,"Pelecaniformes","Ardeidae","Gorsachius"
218,"Pelecaniformes","Ardeidae","Cochlearius"
219,"Pelecaniformes","Threskiornithidae","Eudocimus"
220,"Pelecaniformes","Threskiornithidae","Plegadis"
221,"Pelecaniformes","Threskiornithidae","Lophotibis"
222,"Pelecaniformes","Threskiornithidae","Cercibis"
223,"Pelecaniformes","Threskiornithidae","Mesembrinibis"
224,"Pelecaniformes","Threskiornithidae","Phimosus"
225,"Pelecaniformes","Threskiornithidae","Theristicus"
226,"Pelecaniformes","Threskiornithidae","Threskiornis"
227,"Pelecaniformes","Threskiornithidae","Pseudibis"
228,"Pelecaniformes","Threskiornithidae","Geronticus"
229,"Pelecaniformes","Threskiornithidae","Nipponia"
230,"Pelecaniformes","Threskiornithidae","Bostrychia"
231,"Pelecaniformes","Threskiornithidae","Platalea"
232,"Accipitriformes","Cathartidae","Coragyps"
233,"Accipitriformes","Cathartidae","Cathartes"
234,"Accipitriformes","Cathartidae","Gymnogyps"
235,"Accipitriformes","Cathartidae","Vultur"
236,"Accipitriformes","Cathartidae","Sarcoramphus"
237,"Accipitriformes","Sagittariidae","Sagittarius"
238,"Accipitriformes","Pandionidae","Pandion"
239,"Accipitriformes","Accipitridae","Gampsonyx"
240,"Accipitriformes","Accipitridae","Elanus"
241,"Accipitriformes","Accipitridae","Chelictinia"
242,"Accipitriformes","Accipitridae","Polyboroides"
243,"Accipitriformes","Accipitridae","Gypohierax"
244,"Accipitriformes","Accipitridae","Eutriorchis"
245,"Accipitriformes","Accipitridae","Gypaetus"
246,"Accipitriformes","Accipitridae","Neophron"
247,"Accipitriformes","Accipitridae","Chondrohierax"
248,"Accipitriformes","Accipitridae","Leptodon"
249,"Accipitriformes","Accipitridae","Henicopernis"
250,"Accipitriformes","Accipitridae","Pernis"
251,"Accipitriformes","Accipitridae","Elanoides"
252,"Accipitriformes","Accipitridae","Aviceda"
253,"Accipitriformes","Accipitridae","Lophoictinia"
254,"Accipitriformes","Accipitridae","Hamirostra"
255,"Accipitriformes","Accipitridae","Sarcogyps"
256,"Accipitriformes","Accipitridae","Trigonoceps"
257,"Accipitriformes","Accipitridae","Aegypius"
258,"Accipitriformes","Accipitridae","Torgos"
259,"Accipitriformes","Accipitridae","Necrosyrtes"
260,"Accipitriformes","Accipitridae","Gyps"
261,"Accipitriformes","Accipitridae","Spilornis"
262,"Accipitriformes","Accipitridae","Pithecophaga"
263,"Accipitriformes","Accipitridae","Terathopius"
264,"Accipitriformes","Accipitridae","Dryotriorchis"
265,"Accipitriformes","Accipitridae","Circaetus"
266,"Accipitriformes","Accipitridae","Macheiramphus"
267,"Accipitriformes","Accipitridae","Harpyopsis"
268,"Accipitriformes","Accipitridae","Morphnus"
269,"Accipitriformes","Accipitridae","Harpia"
270,"Accipitriformes","Accipitridae","Stephanoaetus"
271,"Accipitriformes","Accipitridae","Nisaetus"
272,"Accipitriformes","Accipitridae","Polemaetus"
273,"Accipitriformes","Accipitridae","Lophotriorchis"
274,"Accipitriformes","Accipitridae","Spizaetus"
275,"Accipitriformes","Accipitridae","Lophaetus"
276,"Accipitriformes","Accipitridae","Ictinaetus"
277,"Accipitriformes","Accipitridae","Clanga"
278,"Accipitriformes","Accipitridae","Hieraaetus"
279,"Accipitriformes","Accipitridae","Aquila"
280,"Accipitriformes","Accipitridae","Kaupifalco"
281,"Accipitriformes","Accipitridae","Melierax"
282,"Accipitriformes","Accipitridae","Micronisus"
283,"Accipitriformes","Accipitridae","Busarellus"
284,"Accipitriformes","Accipitridae","Rostrhamus"
285,"Accipitriformes","Accipitridae","Helicolestes"
286,"Accipitriformes","Accipitridae","Harpagus"
287,"Accipitriformes","Accipitridae","Ictinia"
288,"Accipitriformes","Accipitridae","Butastur"
289,"Accipitriformes","Accipitridae","Circus"
290,"Accipitriformes","Accipitridae","Accipiter"
291,"Accipitriformes","Accipitridae","Erythrotriorchis"
292,"Accipitriformes","Accipitridae","Megatriorchis"
293,"Accipitriformes","Accipitridae","Urotriorchis"
294,"Accipitriformes","Accipitridae","Milvus"
295,"Accipitriformes","Accipitridae","Haliastur"
296,"Accipitriformes","Accipitridae","Haliaeetus"
297,"Accipitriformes","Accipitridae","Ichthyophaga"
298,"Accipitriformes","Accipitridae","Geranospiza"
299,"Accipitriformes","Accipitridae","Cryptoleucopteryx"
300,"Accipitriformes","Accipitridae","Buteogallus"
301,"Accipitriformes","Accipitridae","Morphnarchus"
302,"Accipitriformes","Accipitridae","Rupornis"
303,"Accipitriformes","Accipitridae","Parabuteo"
304,"Accipitriformes","Accipitridae","Geranoaetus"
305,"Accipitriformes","Accipitridae","Pseudastur"
306,"Accipitriformes","Accipitridae","Leucopternis"
307,"Accipitriformes","Accipitridae","Buteo"
308,"Otidiformes","Otididae","Otis"
309,"Otidiformes","Otididae","Ardeotis"
310,"Otidiformes","Otididae","Chlamydotis"
311,"Otidiformes","Otididae","Neotis"
312,"Otidiformes","Otididae","Eupodotis"
313,"Otidiformes","Otididae","Lissotis"
314,"Otidiformes","Otididae","Houbaropsis"
315,"Otidiformes","Otididae","Sypheotides"
316,"Otidiformes","Otididae","Tetrax"
317,"Mesitornithiformes","Mesitornithidae","Mesitornis"
318,"Mesitornithiformes","Mesitornithidae","Monias"
319,"Eurypygiformes","Rhynochetidae","Rhynochetos"
320,"Eurypygiformes","Eurypygidae","Eurypyga"
321,"Gruiformes","Rallidae","Himantornis"
322,"Gruiformes","Rallidae","Canirallus"
323,"Gruiformes","Rallidae","Coturnicops"
324,"Gruiformes","Rallidae","Micropygia"
325,"Gruiformes","Rallidae","Rallina"
326,"Gruiformes","Rallidae","Laterallus"
327,"Gruiformes","Rallidae","Nesoclopeus"
328,"Gruiformes","Rallidae","Gallirallus"
329,"Gruiformes","Rallidae","Crex"
330,"Gruiformes","Rallidae","Rougetius"
331,"Gruiformes","Rallidae","Aramidopsis"
332,"Gruiformes","Rallidae","Atlantisia"
333,"Gruiformes","Rallidae","Rallus"
334,"Gruiformes","Rallidae","Lewinia"
335,"Gruiformes","Rallidae","Dryolimnas"
336,"Gruiformes","Rallidae","Crecopsis"
337,"Gruiformes","Rallidae","Aramides"
338,"Gruiformes","Rallidae","Amaurolimnas"
339,"Gruiformes","Rallidae","Gymnocrex"
340,"Gruiformes","Rallidae","Amaurornis"
341,"Gruiformes","Rallidae","Anurolimnas"
342,"Gruiformes","Rallidae","Porzana"
343,"Gruiformes","Rallidae","Aenigmatolimnas"
344,"Gruiformes","Rallidae","Neocrex"
345,"Gruiformes","Rallidae","Cyanolimnas"
346,"Gruiformes","Rallidae","Pardirallus"
347,"Gruiformes","Rallidae","Habroptila"
348,"Gruiformes","Rallidae","Eulabeornis"
349,"Gruiformes","Rallidae","Megacrex"
350,"Gruiformes","Rallidae","Gallicrex"
351,"Gruiformes","Rallidae","Porphyrio"
352,"Gruiformes","Rallidae","Gallinula"
353,"Gruiformes","Rallidae","Tribonyx"
354,"Gruiformes","Rallidae","Fulica"
355,"Gruiformes","Sarothruridae","Sarothrura"
356,"Gruiformes","Heliornithidae","Podica"
357,"Gruiformes","Heliornithidae","Heliopais"
358,"Gruiformes","Heliornithidae","Heliornis"
359,"Gruiformes","Aramidae","Aramus"
360,"Gruiformes","Psophiidae","Psophia"
361,"Gruiformes","Gruidae","Balearica"
362,"Gruiformes","Gruidae","Anthropoides"
363,"Gruiformes","Gruidae","Bugeranus"
364,"Gruiformes","Gruidae","Grus"
365,"Charadriiformes","Chionidae","Chionis"
366,"Charadriiformes","Pluvianellidae","Pluvianellus"
367,"Charadriiformes","Burhinidae","Burhinus"
368,"Charadriiformes","Burhinidae","Esacus"
369,"Charadriiformes","Pluvianidae","Pluvianus"
370,"Charadriiformes","Recurvirostridae","Himantopus"
371,"Charadriiformes","Recurvirostridae","Cladorhynchus"
372,"Charadriiformes","Recurvirostridae","Recurvirostra"
373,"Charadriiformes","Ibidorhynchidae","Ibidorhyncha"
374,"Charadriiformes","Haematopodidae","Haematopus"
375,"Charadriiformes","Charadriidae","Pluvialis"
376,"Charadriiformes","Charadriidae","Oreopholus"
377,"Charadriiformes","Charadriidae","Vanellus"
378,"Charadriiformes","Charadriidae","Charadrius"
379,"Charadriiformes","Charadriidae","Erythrogonys"
380,"Charadriiformes","Charadriidae","Thinornis"
381,"Charadriiformes","Charadriidae","Elseyornis"
382,"Charadriiformes","Charadriidae","Peltohyas"
383,"Charadriiformes","Charadriidae","Anarhynchus"
384,"Charadriiformes","Charadriidae","Phegornis"
385,"Charadriiformes","Pedionomidae","Pedionomus"
386,"Charadriiformes","Thinocoridae","Attagis"
387,"Charadriiformes","Thinocoridae","Thinocorus"
388,"Charadriiformes","Rostratulidae","Rostratula"
389,"Charadriiformes","Rostratulidae","Nycticryphes"
390,"Charadriiformes","Jacanidae","Microparra"
391,"Charadriiformes","Jacanidae","Actophilornis"
392,"Charadriiformes","Jacanidae","Irediparra"
393,"Charadriiformes","Jacanidae","Hydrophasianus"
394,"Charadriiformes","Jacanidae","Metopidius"
395,"Charadriiformes","Jacanidae","Jacana"
396,"Charadriiformes","Scolopacidae","Xenus"
397,"Charadriiformes","Scolopacidae","Actitis"
398,"Charadriiformes","Scolopacidae","Tringa"
399,"Charadriiformes","Scolopacidae","Prosobonia"
400,"Charadriiformes","Scolopacidae","Bartramia"
401,"Charadriiformes","Scolopacidae","Numenius"
402,"Charadriiformes","Scolopacidae","Limosa"
403,"Charadriiformes","Scolopacidae","Arenaria"
404,"Charadriiformes","Scolopacidae","Calidris"
405,"Charadriiformes","Scolopacidae","Limnodromus"
406,"Charadriiformes","Scolopacidae","Coenocorypha"
407,"Charadriiformes","Scolopacidae","Lymnocryptes"
408,"Charadriiformes","Scolopacidae","Gallinago"
409,"Charadriiformes","Scolopacidae","Scolopax"
410,"Charadriiformes","Scolopacidae","Phalaropus"
411,"Charadriiformes","Turnicidae","Turnix"
412,"Charadriiformes","Turnicidae","Ortyxelos"
413,"Charadriiformes","Dromadidae","Dromas"
414,"Charadriiformes","Glareolidae","Cursorius"
415,"Charadriiformes","Glareolidae","Smutsornis"
416,"Charadriiformes","Glareolidae","Rhinoptilus"
417,"Charadriiformes","Glareolidae","Stiltia"
418,"Charadriiformes","Glareolidae","Glareola"
419,"Charadriiformes","Stercorariidae","Stercorarius"
420,"Charadriiformes","Alcidae","Alcidae"
421,"Charadriiformes","Alcidae","Alle"
422,"Charadriiformes","Alcidae","Uria"
423,"Charadriiformes","Alcidae","Alca"
424,"Charadriiformes","Alcidae","Pinguinus"
425,"Charadriiformes","Alcidae","Cepphus"
426,"Charadriiformes","Alcidae","Brachyramphus"
427,"Charadriiformes","Alcidae","Synthliboramphus"
428,"Charadriiformes","Alcidae","Ptychoramphus"
429,"Charadriiformes","Alcidae","Aethia"
430,"Charadriiformes","Alcidae","Cerorhinca"
431,"Charadriiformes","Alcidae","Fratercula"
432,"Charadriiformes","Laridae","Creagrus"
433,"Charadriiformes","Laridae","Rissa"
434,"Charadriiformes","Laridae","Pagophila"
435,"Charadriiformes","Laridae","Xema"
436,"Charadriiformes","Laridae","Saundersilarus"
437,"Charadriiformes","Laridae","Chroicocephalus"
438,"Charadriiformes","Laridae","Hydrocoloeus"
439,"Charadriiformes","Laridae","Rhodostethia"
440,"Charadriiformes","Laridae","Leucophaeus"
441,"Charadriiformes","Laridae","Ichthyaetus"
442,"Charadriiformes","Laridae","Larus"
443,"Charadriiformes","Laridae","Anous"
444,"Charadriiformes","Laridae","Procelsterna"
445,"Charadriiformes","Laridae","Gygis"
446,"Charadriiformes","Laridae","Onychoprion"
447,"Charadriiformes","Laridae","Sternula"
448,"Charadriiformes","Laridae","Phaetusa"
449,"Charadriiformes","Laridae","Gelochelidon"
450,"Charadriiformes","Laridae","Hydroprogne"
451,"Charadriiformes","Laridae","Larosterna"
452,"Charadriiformes","Laridae","Chlidonias"
453,"Charadriiformes","Laridae","Sterna"
454,"Charadriiformes","Laridae","Thalasseus"
455,"Charadriiformes","Laridae","Rynchops"
456,"Charadriiformes","Laridae","Sterninae"
457,"Pterocliformes","Pteroclidae","Syrrhaptes"
458,"Pterocliformes","Pteroclidae","Pterocles"
459,"Columbiformes","Columbidae","Columba"
460,"Columbiformes","Columbidae","Patagioenas"
461,"Columbiformes","Columbidae","Nesoenas"
462,"Columbiformes","Columbidae","Streptopelia"
463,"Columbiformes","Columbidae","Macropygia"
464,"Columbiformes","Columbidae","Reinwardtoena"
465,"Columbiformes","Columbidae","Turacoena"
466,"Columbiformes","Columbidae","Turtur"
467,"Columbiformes","Columbidae","Oena"
468,"Columbiformes","Columbidae","Chalcophaps"
469,"Columbiformes","Columbidae","Henicophaps"
470,"Columbiformes","Columbidae","Phaps"
471,"Columbiformes","Columbidae","Ocyphaps"
472,"Columbiformes","Columbidae","Geophaps"
473,"Columbiformes","Columbidae","Petrophassa"
474,"Columbiformes","Columbidae","Leucosarcia"
475,"Columbiformes","Columbidae","Geopelia"
476,"Columbiformes","Columbidae","Zenaida"
477,"Columbiformes","Columbidae","Ectopistes"
478,"Columbiformes","Columbidae","Columbina"
479,"Columbiformes","Columbidae","Claravis"
480,"Columbiformes","Columbidae","Metriopelia"
481,"Columbiformes","Columbidae","Uropelia"
482,"Columbiformes","Columbidae","Leptotila"
483,"Columbiformes","Columbidae","Geotrygon"
484,"Columbiformes","Columbidae","Starnoenas"
485,"Columbiformes","Columbidae","Caloenas"
486,"Columbiformes","Columbidae","Raphus"
487,"Columbiformes","Columbidae","Pezophaps"
488,"Columbiformes","Columbidae","Gallicolumba"
489,"Columbiformes","Columbidae","Microgoura"
490,"Columbiformes","Columbidae","Trugon"
491,"Columbiformes","Columbidae","Otidiphaps"
492,"Columbiformes","Columbidae","Goura"
493,"Columbiformes","Columbidae","Didunculus"
494,"Columbiformes","Columbidae","Phapitreron"
495,"Columbiformes","Columbidae","Treron"
496,"Columbiformes","Columbidae","Ptilinopus"
497,"Columbiformes","Columbidae","Drepanoptila"
498,"Columbiformes","Columbidae","Alectroenas"
499,"Columbiformes","Columbidae","Ducula"
500,"Columbiformes","Columbidae","Lopholaimus"
501,"Columbiformes","Columbidae","Hemiphaga"
502,"Columbiformes","Columbidae","Cryptophaps"
503,"Columbiformes","Columbidae","Gymnophaps"
504,"Cuculiformes","Musophagidae","Corythaeola"
505,"Cuculiformes","Musophagidae","Tauraco"
506,"Cuculiformes","Musophagidae","Ruwenzorornis"
507,"Cuculiformes","Musophagidae","Musophaga"
508,"Cuculiformes","Musophagidae","Corythaixoides"
509,"Cuculiformes","Musophagidae","Crinifer"
510,"Cuculiformes","Opisthocomidae","Opisthocomus"
511,"Cuculiformes","Cuculidae","Clamator"
512,"Cuculiformes","Cuculidae","Pachycoccyx"
513,"Cuculiformes","Cuculidae","Hierococcyx"
514,"Cuculiformes","Cuculidae","Cuculus"
515,"Cuculiformes","Cuculidae","Cercococcyx"
516,"Cuculiformes","Cuculidae","Cacomantis"
517,"Cuculiformes","Cuculidae","Chrysococcyx"
518,"Cuculiformes","Cuculidae","Rhamphomantis"
519,"Cuculiformes","Cuculidae","Surniculus"
520,"Cuculiformes","Cuculidae","Microdynamis"
521,"Cuculiformes","Cuculidae","Eudynamys"
522,"Cuculiformes","Cuculidae","Scythrops"
523,"Cuculiformes","Cuculidae","Ceuthmochares"
524,"Cuculiformes","Cuculidae","Phaenicophaeus"
525,"Cuculiformes","Cuculidae","Carpococcyx"
526,"Cuculiformes","Cuculidae","Coua"
527,"Cuculiformes","Cuculidae","Centropus"
528,"Cuculiformes","Cuculidae","Coccycua"
529,"Cuculiformes","Cuculidae","Piaya"
530,"Cuculiformes","Cuculidae","Coccyzus"
531,"Cuculiformes","Cuculidae","Guira"
532,"Cuculiformes","Cuculidae","Tapera"
533,"Cuculiformes","Cuculidae","Dromococcyx"
534,"Cuculiformes","Cuculidae","Morococcyx"
535,"Cuculiformes","Cuculidae","Geococcyx"
536,"Cuculiformes","Cuculidae","Neomorphus"
537,"Cuculiformes","Cuculidae","Crotophaga"
538,"Strigiformes","Tytonidae","Tyto"
539,"Strigiformes","Tytonidae","Phodilus"
540,"Strigiformes","Strigidae","Otus"
541,"Strigiformes","Strigidae","Psiloscops"
542,"Strigiformes","Strigidae","Megascops"
543,"Strigiformes","Strigidae","Pyrroglaux"
544,"Strigiformes","Strigidae","Margarobyas"
545,"Strigiformes","Strigidae","Ptilopsis"
546,"Strigiformes","Strigidae","Lophostrix"
547,"Strigiformes","Strigidae","Jubula"
548,"Strigiformes","Strigidae","Pulsatrix"
549,"Strigiformes","Strigidae","Bubo"
550,"Strigiformes","Strigidae","Ketupa"
551,"Strigiformes","Strigidae","Scotopelia"
552,"Strigiformes","Strigidae","Surnia"
553,"Strigiformes","Strigidae","Glaucidium"
554,"Strigiformes","Strigidae","Xenoglaux"
555,"Strigiformes","Strigidae","Micrathene"
556,"Strigiformes","Strigidae","Athene"
557,"Strigiformes","Strigidae","Ciccaba"
558,"Strigiformes","Strigidae","Strix"
559,"Strigiformes","Strigidae","Asio"
560,"Strigiformes","Strigidae","Nesasio"
561,"Strigiformes","Strigidae","Pseudoscops"
